Name,Summary,Images,Blue point,Green Point,Purple Point,Keys,Calories,Carbs,Proteins,Fats
Fudgy Flourless Crinkle Brownie Cookies with Sea Salt,"These flourless Brownie Crinkle Cookies are rich and fudgy like a brownie but shaped like a cookie. Made lighter, grain-free and gluten-free with almond meal and they have no...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6.jpg",7,7,7,"Dairy Free,Gluten Free,Kid Friendly",207.0,30.0,6.0,12.0
Sheet Pan Shrimp Oreganata,Sheet Pan Shrimp Oreganata is made with jumbo shrimp topped with a light breadcrumb and pecorino mixture baked on a sheet pan for a quick and easy dinner. Sheet...,"https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9.jpg",3,5,3,"Dairy Free,Low Carb,Under 30 Minutes",333.0,6.0,47.5,11.5
"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios","Roasted Delicata Squash with Burrata, Pomegranate and Pistachios has minimal ingredients and just one sheet pan for prep, perfect for your Holiday table or as an easy weeknight side...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7.jpg",5,5,5,"Gluten Free,Under 30 Minutes,Vegetarian Meals",165.0,14.0,5.0,11.0
Frenched Rack Of Lamb,"Tender oven-roasted rack of lamb, seasoned with rosemary, fresh lemon juice, and garlic, is perfect for entertaining and so easy to make! Frenched Rack of Lamb I make lamb...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2.jpg",6,6,6,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Whole 30 Recipes",335.0,0.5,46.7,16.0
Pizzelle Cookies,"Italian Pizzelle Cookies are light and crisp, made lighter with less butter and sugar for a tasty holiday treat. Also works great with gluten-free flour! Pizzelle Cookies My mom...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2.jpg",4,4,4,"Gluten Free,Kid Friendly,Under 30 Minutes",91.0,14.5,2.0,3.0
Caramelized Onion Empanadas (Chilean pequenes),"Chilean empanadas, also known as pequenes, are stuffed with caramelized onions and seasoned with Latin spices. They make the perfect holiday appetizer. Caramelized Onion Empanadas You guys know how...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9.jpg",6,7,6,"Freezer Meals,Vegetarian Meals",218.0,29.0,5.0,9.5
Yogurt Sheet Pan Pancakes with Mixed Berries,Yogurt Sheet Pan Pancakes with Mixed Berries are an easy breakfast or brunch for the holiday season or any time of the year. Set out all the toppings and...,"https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8.jpg",6,7,6,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",211.0,32.0,8.0,4.5
Angel Hair with Shrimp and Asparagus,Angel Hair with Shrimp and Asparagus is a quick and easy pasta dish made with fresh tomatoes and asparagus in a light tomato broth. Angel Hair with Shrimp and...,"https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6.jpg",8,8,8,Kid Friendly,378.0,52.1,32.0,6.8
Lemon Cranberry Scones,These Lemon Cranberry Scones studded with dried cranberries are topped with a lemon glaze; a perfect Sunday morning treat. Lemon Cranberry Scones Freshly baked scones and a hot cup...,"https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12.jpg",7,8,7,,193.0,34.0,4.3,4.7
Dark Chocolate Peanut Butter Bark,"Dark Chocolate Peanut Butter Bark with Sea Salt is so easy to make, just 3 ingredients! It makes a great homemade holiday gift! Dark Chocolate Peanut Butter Bark If...","https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10.jpg",6,6,6,"Kid Friendly,Vegetarian Meals",144.0,17.0,3.0,12.0
Roasted Radishes with Onions,"If you don’t love raw radishes, this 5-ingredient recipe for Roasted Radishes and Onions recipe will definitely change your mind! Roasted Radishes This roasted radishes recipe couldn’t be simpler....","https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7.jpg",1,1,1,"Dairy Free,Gluten Free,Keto Recipes,Low Carb,Vegetarian Meals,Whole 30 Recipes",69.0,11.0,1.5,2.5
Lentil Soup with Butternut and Kale,"Lentil Soup with Butternut and Kale is comforting and nutrient-dense, thanks to the butternut squash, lentils, kale, and leeks. Lentil Soup with Butternut and Kale This vegetarian butternut squash...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4.jpg",1,2,1,"Dairy Free,Freezer Meals,Gluten Free,Vegetarian Meals",122.0,25.0,4.0,1.5
Chicken Brown Rice Bowl (copycat Zinque’s Le Bowl),"This delicious, Chicken Brown Rice Bowl is an easy one-bowl meal with chicken breast, arugula, avocado, tomatoes, Gruyere with a sriracha yogurt sauce. Chicken Brown Rice Bowl (Zinque’s Le...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6.jpg",7,10,4,"Gluten Free,Under 30 Minutes",455.0,33.0,48.0,15.0
Chicken Sausage and Herb Stuffing,"Chicken Sausage and Herb Stuffing – this is the best Thanksgiving stuffing recipe! Chicken Sausage and Herb Stuffing I don’t know about you, but for me the ONE thing...","https://www.skinnytaste.com/wp-content/uploads/2011/11/Chicken-Sausage-and-Herb-Stuffing-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/11/Chicken-Sausage-and-Herb-Stuffing-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/11/Chicken-Sausage-and-Herb-Stuffing-150x225.jpg",4,4,4,"Freezer Meals,Kid Friendly",166.0,19.0,9.0,6.5
Herb and Salt-Rubbed Dry Brine Turkey,"This Herb and Salt-Rubbed Dry Brined Turkey comes out so moist and flavorful, with crispy golden skin and juicy tender meat. Herb and Salt-Rubbed Dry Brine Turkey Want an...","https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-150x225.jpg",0,2,0,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Whole 30 Recipes",225.0,,45.5,3.5
Apple Cranberry Crumble,"Apple Cranberry Crumble is delicious and perfect for your Holiday table! Easier and lighter than making a pie, topped with oats, nuts and a touch of brown sugar. Apple...","https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5.jpg",8,8,8,"Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",211.0,44.5,2.0,5.5
Stuffed Turkey Breast with Cranberry Stuffing,Stuffed Turkey Breast with Cranberry Stuffing and gravy – the perfect Thanksgiving meal for this year’s holiday. Stuffed Turkey Breast with Cranberry Stuffing This Stuffed Turkey Breast with Cranberry...,"https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11.jpg",9,9,9,Kid Friendly,484.0,19.0,68.5,12.5
Slow Cooker Butternut Pear Soup,This Slow Cooker Butternut Pear Soup with a hint of ginger is vegan and dairy-free and so simple to make. Great as a starter or serve it as a...,"https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5.jpg",2,2,2,"Dairy Free,Freezer Meals,Gluten Free,Slow Cooker Recipes,Vegetarian Meals",132.0,25.5,3.0,3.0
Chicken Parmesan Rolls,"These protein packed Chicken Parmesan Rolls (also know as chicken rolls) are wrapped in my easy pizza dough with marinara and mozzarella cheese, so good! Chicken Parmesan Rolls Here...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Chicken-Parm-Rolls-9.jpg",5,8,5,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes",259.0,28.0,27.5,4.5
Turkey Pot Pie with Stuffing Crust,"Turkey Pot Pie with Stuffing Crust is a fun twist on a turkey pot pie, made with diced turkey and veggies simmered in a creamy sauce and finished with a...","https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7.jpg",4,8,4,,390.0,29.5,49.5,7.5
Lightened Up Green Bean Casserole,"This holiday season enjoy a lighter, healthier version of the classic green bean casserole recipe made from scratch with no canned soup. Green Bean Casserole You will love this...","https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Lightened-Up-Green-Bean-Casserole-6.jpg",3,3,3,"Kid Friendly,Vegetarian Meals",160.0,22.0,7.0,6.0
Smashed Sweet Potatoes,"Smashed Sweet Potatoes, seasoned with thyme are smashed after roasting and then sprinkled with Parmesan for a savory-sweet side dish. Smashed Sweet Potatoes These Savory Smashed Sweet Potatoes are...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7.jpg",6,6,2,"Gluten Free,Kid Friendly,Vegetarian Meals",206.0,29.0,4.0,8.5
Pumpkin Pistachio Energy Balls,"These no-bake Pumpkin Pistachio Energy Balls literally taste like little bites of pumpkin pie. Made with cashews, pistachios, dates, pumpkin and spices. Pumpkin Pistachio Energy Balls You can whip...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5.jpg",6,6,6,"Dairy Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",138.0,24.0,3.0,5.0
Crustless Sausage and Spinach Quiche,"This Crustless Sausage and Spinach Quiche with Italian chicken sausage, spinach and cheese is an easy and healthy recipe for breakfast, brunch, or dinner. Crustless Sausage and Spinach Quiche...","https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6.jpg",5,6,5,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Meal Prep Recipes",233.0,6.5,21.5,14.0
Meatloaf and Brown Gravy,"This Meatloaf and Brown Gravy is a family favorite, this one is made a bit healthier than most, with a mix of half beef and ground turkey plus nutritious...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8.jpg",7,7,5,Kid Friendly,278.0,12.0,26.5,13.5
Air Fryer Herbed Buttermilk Roast Chicken Breast,"Air fryer bone-in, skin-on chicken breast brined in buttermilk and seasoned with a mix of herbs and spices makes for perfectly juicy chicken. Air Fryer Herbed Buttermilk Chicken Breast...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9.jpg",6,6,6,"Air Fryer,Gluten Free,Keto Recipes,Kid Friendly,Low Carb",243.0,2.0,34.5,9.5
Vegetarian Mushroom Kale Lasagna Rolls,"Mushroom Kale Lasagna Rolls are one of the tastiest ways to enjoy kale! They are quick, easy and perfectly portioned. Mushroom Kale Lasagna Rolls These rolls are a deliciously...","https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11.jpg",6,7,6,"Freezer Meals,Kid Friendly,Vegetarian Meals",258.0,30.5,11.5,8.4
Pizza Sausage Rolls,"Pizza Sausage Rolls wrapped in bagel dough with Italian chicken sausage, marinara and mozzarella make a fun recipe your whole family will love. Pizza Sausage Rolls I’m excited to...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pizza-Sausage-Rolls-12.jpg",8,9,8,"Gluten Free,Kid Friendly",302.0,30.0,22.0,10.0
Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes,"These Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes made with chicken breast, cheese and enchiladas sauce are an easy one-pot meal! Slow Cooker Chicken Enchilada Sweet Potatoes If you’re...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4.jpg",8,10,3,"Meal Prep Recipes,Slow Cooker Recipes",413.0,47.0,34.0,10.0
Roasted Honeynut Squash with Maple and Pecans,Roasted Roasted Honeynut Squash with Maple and Pecans is the perfect fall side dish! Sweeter and smaller than butternut and so much quicker to make. Roasted Honeynut Squash I’m...,"https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8.jpg",3,3,3,"Gluten Free,Kid Friendly,Vegetarian Meals",205.0,41.0,3.5,6.0
Pastrami Reuben Egg Rolls,"Golden, crisp Pastrami Reuben Egg Rolls with Russian Dressing, made healthier by cooking in the air fryer or baking in the oven, taste so good! Reuben Egg Rolls A...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7.jpg",8,8,8,Air Fryer,360.0,44.0,23.0,9.5
Detox Vegetable Soup,"This dairy-free, creamy Detox Vegetable Soup is not only easy to make, it’s also LOADED with nutrient-rich goodness! Detox Vegetable Soup It’s made with two heads of broccoli, lentils,...","https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5.jpg",5,7,5,"Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",293.0,34.0,15.0,12.5
Pumpkin Pie Dip,"Pumpkin Pie Dip is everything you love about pumpkin pie, made into a easy, light and fluffy no bake dip. Perfect for dipping apple wedges, graham crackers or gingersnaps....","https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5.jpg",4,5,4,"Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",105.0,21.0,2.0,4.0
